Country Name,Country Code,Series Name,Series Code,1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Greenland,GRL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,392190592.592593,445903592.592593,482009370.37037,520044370.37037,520444185.185185,540336925.925926,591018407.407407,599118592.592593,695555555.555555,698700666.666667,758683592.592593,825976037.037037,771275555.555555,771013259.259259,778655925.925926,799882259.259259,842620111.111111,911500000,997007407.407407,1061640740.74074,1125681481.48148,1166511111.11111,1213485185.18519,1043414814.81481,1122807407.40741
Grenada,GRD,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.89485452254403,2.07156308851224,2.05948157232057,1.95472484920694,2.13089238067003,2.21747923086345,2.29906198271105,2.1001497879061,2.2674914288824,2.34259550999439,2.50615351257188,2.57828190095263,7.15238105752974,2.54298960579582,2.69757568339325,3.53716609517324,2.73632898240577,2.11914691621741,2.26928904630052,2.33399464174927,2.39825995199634,2.62643832669153,2.68896070135444,..,..
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,3394000000,3569000000,3869000000,4213000000,4238000000,4397000000,4658000000,4828000000,4949000000,4984000000,5265000000,5399000000,5610000000,5799000000,5901000000,6013000000,6056000000,6366000000,5886000000,6123000000
Guam,GUM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,17790026221.6139,19395491992.9939,18318412251.3642,19288827158.9035,18405203853.1036,20444205991.025,21576351798.9145,23577286226.6407,26783543667.064,29744368110.9094,33567868322.6252,38503862830.6878,37125943564.9873,40676432028.5934,46876114650.4996,49593961141.7484,52996540703.5943,57852399963.7878,62186186575.7433,66053725049.0138,71654134378.5299,73328024537.1848,77170421167.5134,77625486978.2561,85985752107.4679
Guatemala,GTM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,525000000,309000000,595000000,606000000,610000000,634000000,802000000,879000000,883000000,940000000,1139000000,1156000000,1501000000,1829000000,1740000000,1837000000,2009000000,2510000000,2803000000,..,..,..,..,..,..
Guatemala,GTM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,242.761598099878,317.122199776122,365.570814735784,332.189766467143,359.5987555137,364.848193680388,453.874217157589,486.906435428558,486.164507257019,540.439086891798,552.496149555944,540.857288279409,549.921108213531,556.043060412196,550.28693631484,550.265993466894,578.902618927796,601.189731088787,..,..,..,..,..,..,..
Guatemala,GTM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.607135726442995,0.750483310346576,0.724953006247504,0.812786389641685,0.82634429411792,0.861904486746083,0.848950174184037,0.847650879491012,0.890464914829786,0.871846874161449,0.920826904604491,0.818091212012942,0.846417111587036,0.802261619093273,0.808455575820994,0.821948808791856,0.864132971186284,0.911388462727746,1.04962808238077,1.10502541881463,1.02999746104839,1.12069833790549,1.16297092439764,..,..
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,3783700461.64359,3588375476.76248,3461282543.12577,2995361140.63217,2829435956.51563,2950198648.95191,3446441698.00738,3635458132.65317,2937071767.25576,4220019242.74824,6281917655.90249,6964179193.84418,6716904568.76482,6853467857.61127,6785137172.77058,7638045254.42864,8376613843.27265,8778473614.54728,8794202443.67366,8595955581.21787,10324668266.5921,11857030336.5252,13442861443.7506,14177835816.2777,16091817842.2342
Guinea,GIN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea,GIN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea,GIN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.164481946895027,0.17015856651417,0.17492575135809,0.178722070028585,0.185893039039788,0.190025635417937,0.193792843627615,0.197521736143154,0.20021632584838,0.203630515228952,0.207393213871368,0.205525989626895,0.211548902830403,0.243410204223109,0.248866979411963,0.229870314128301,0.197188175110077,0.197646507417412,0.218475864338961,0.236359356184154,0.2728582213262,0.298689018057065,0.306735630750854,..,..
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,268550998.219197,206457544.497703,224446663.800548,371095510.047761,392621385.894576,417806667.07798,477458598.710737,532062927.382438,587029054.444652,592365688.05204,696910810.918663,868154708.520179,830126469.986608,849878424.225986,1099818651.98114,989271229.637162,1046087417.96916,1054915645.19654,1048229629.42039,1179004941.22904,1350177127.5523,1504630120.99275,1439638443.38133,1431758242.90375,1638517533.16504
Guinea-Bissau,GNB,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.172051446823629,0.143572471583207,0.157483708724763,0.121867101488485,0.119295678315227,0.116669963988233,0.144414976909424,0.148477109640865,0.152205562637657,0.155576974047573,0.15855814407856,0.147806649289021,0.15060280682527,0.153137399111536,0.149159390258513,0.151266066725277,0.147253457952953,0.154877884946866,0.156519105220579,0.168978585716941,0.164908881132714,0.166237648593054,0.167473846479787,..,..
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,749138009.56454,717530683.169567,694754988.258295,712667896.727512,712167575.624277,726131434.715338,743064076.794567,787814379.183843,824880550.343965,2379818382.99241,2730971150.01134,3025187923.58617,3165663152.73351,3432913073.24154,3691384317.52178,4063089191.87525,4167800259.20888,4127659492.02031,4279840193.7046,4482697336.56174,4748174334.14044,4787636237.24043,5173760191.84652,5471256594.72422,8044498800.95923
Guyana,GUY,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.27750919941579,2.31268261933112,2.29547211529075,2.18694132541819,2.15843718618758,2.13067341744018,2.13000387183211,2.19614314788152,1.94811436888794,1.75376835083191,2.12816301768901,2.12159387899206,2.16969402686112,2.35315508691065,2.45891732786281,2.68829489519682,2.64911297406209,2.74258927431823,2.75485367316845,3.26708271788806,3.23615271052055,3.29720401440243,3.56806159680473,..,..
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,3338938830.01743,3723909226.86781,4153736347.44223,6813577558.17628,6331961555.40914,6058134466.75258,4826827577.08641,6036959914.72398,7184064657.2953,7518107786.51149,9522763153.81366,10485225353.1801,11597014807.3496,11859315078.7902,13008754110.8113,13708926466.2732,14902474090.615,15139264670.4225,14833154471.7456,13987693738.923,15035560372.6443,16455034352.7671,14785839382.9002,14508218017.4032,20944392615.0803
Haiti,HTI,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
Haiti,HTI,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,42.7027991305811,37.4648178068542,39.7127960841721,36.2430436979866,35.5979420395013,30.9413585057448,29.0504859998786,28.5666812736142,37.6430821233771,37.9871637920168,25.6877687795104,23.9158321451133,36.174400897454,24.7894925062583,31.7450367237836,46.7921229764262,44.4392208869016,39.5669151443328,..,..,..,..,..,..,..
Haiti,HTI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.160451345845675,0.162512951413838,0.168109382196802,0.175832588237757,0.187975931561723,0.211278684303627,0.205396007802727,0.18635295508198,0.186569216923333,0.185619098889461,0.217602994930198,0.212004971922893,0.20450868787193,0.249926854553441,0.271239242620054,0.239401566961749,0.258254253483209,0.290029327624286,0.310495590857473,0.313612773065574,0.30652982399076,0.298753558536586,0.297479358179563,..,..
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,5737099650.19011,6366340265.87888,6414520529.61672,7186650135.43927,7651174661.42872,7858235333.4834,8230387552.2259,8869311410.95131,9757034456.7578,10917481688.4711,12361257680.5627,13881701033.6546,14587496229.1811,15839344591.9842,17710315005.9999,18528601901.324,18499710127.8385,19756494434.7031,20979767785.2104,21717622071.3816,23136232229.6069,24067778953.842,25089976946.7736,23827840809.7014,28488668301.6401
Honduras,HND,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0,0,1000000,1000000,9000000,30000000,36000000,53000000,128000000,142000000,168000000,197000000,168000000,160000000,765000000,1029000000,1036000000,921000000,1450000000,..,..,..,..,..,..
Honduras,HND,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,407.381896684175,437.026841564058,439.221813191012,482.369333268236,489.188066268092,509.97819344641,533.055183777682,531.597404829505,565.395744633599,575.582296131798,625.657615621098,646.277970869847,614.813860844995,608.098537759085,653.058554684347,625.656322125771,631.53851330321,608.139094371224,..,..,..,..,..,..,..
Honduras,HND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.657540096925316,0.741851874689805,0.733322886698526,0.749617867645126,0.848218470659173,0.867532758632719,0.93447809246966,1.02391754142492,0.921395422368818,1.02902440094402,1.07767567840606,1.06026124300729,0.974955329021971,0.967940499016591,1.02174500813415,1.05091152031281,1.0456822402151,1.03638909312744,1.06837322753345,1.00097267344983,0.961893861858524,1.02625897371398,1.02622509805408,..,..
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,177352785419.977,168886163221.567,165768095391.557,171668164082.555,169403241524.337,166349228737.386,161384522525.299,169099768875.193,181570082162.19,193536265094.364,211597405593.868,219279678430.164,214046415026.187,228637697575.04,248513617677.287,262629441493.476,275696879834.966,291459356985.337,309383627028.561,320858250776.188,341273289534.466,361731070995.726,363052489184.395,344932192028.051,369176400967.427
"Hong Kong SAR, China",HKG,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0,0,0,0,0,0,0,0,0,1000000,1000000,1000000,1000000,93000000,80000000,91000000,95000000,106000000,106000000,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,4968.48658561016,5325.73314791326,5268.14500870355,5446.66166541635,5549.94563841354,5647.89964561617,5713.88245082308,5782.56062504607,5878.44184817707,5882.80760088084,5907.34930526438,5883.03774181494,5950.83754015604,5973.34927820962,5959.89592171503,6031.24431826128,5941.16090208806,6083.2699356802,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,47296952928.7561,48706787306.2574,49073380173.7159,47218405892.4258,53749989092.0197,67608919144.3684,85285062818.0077,104120820258.669,113211158292.936,115715618613.052,140186716681.425,158325614580.628,131069255620.567,132175349953.713,141942264554.475,128814279315.132,135684315697.713,141033843265.669,125174166987.372,128609822750.039,143112196040.326,160564628963.713,163988594921.902,157182045260.23,181848022233.89
Hungary,HUN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,53000000,60000000,65000000,65000000,71000000,43000000,165000000,731000000,1668000000,1307000000,1673000000,2144000000,2667000000,2832000000,2486000000,2433000000,2575000000,2839000000,2977000000,..,..,..,..,..,..
Hungary,HUN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,3188.38196757665,3215.67962815234,3321.40662835664,3309.2837106285,3426.72290248436,3545.17075567834,3637.27833175643,3680.16846694408,3771.36461398831,3882.4906641301,3976.51897714548,3988.76769393042,3773.15380662799,3876.49108407051,3898.82314267127,3923.04232446356,3892.11370127125,3965.95823348335,..,..,..,..,..,..,..
Hungary,HUN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.53812521585472,5.58609155735557,5.65663788042623,5.35012781840238,5.52437596539157,5.47319066491404,5.74457770952842,5.57526313304677,5.54373330289289,5.50669860053525,5.35512893819486,5.28083338562031,4.77318874275645,4.7879890944366,4.70430045341315,4.37786446756437,4.12005058904123,4.11798842991385,4.40718050056499,4.50885431998682,4.744601547115,4.74652935890747,4.74663102989868,..,..
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,7569672925.33739,8503693098.62271,8982047589.4895,9025660361.75842,8234846804.60582,9318395054.85934,11429333037.8443,13825302535.7699,16852963067.0496,17465318552.2941,21652505596.7528,18074622987.0185,13154414219.207,13751161917.7398,15221622925.9319,14751508133.5443,16125060515.3117,17867662177.8911,17517210519.0912,20793168030.9524,24728285177.4603,26264127686.6137,24826102119.6357,21694674809.9321,25602419210.3374
Iceland,ISL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,375000000,655000000,1136000000,1323000000,1451000000,1433000000,1406000000,1485000000,1662000000,2633000000,3580000000,4038000000,4553000000,4465000000,4702000000,5209000000,5248000000,5247000000,5014000000,..,..,..,..,..,..
Iceland,ISL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,18957.8354135316,21321.1602389371,24522.2275498322,26201.5255774257,26950.3944302518,27896.898682888,27666.3868942149,28215.4522484028,27988.0296831506,31328.3868036948,36852.5448861557,50063.9543309369,51259.1876269627,51439.9086910178,52373.8770085325,53202.8336596865,54799.174707503,53832.4790919587,..,..,..,..,..,..,..
Iceland,ISL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.92983387920097,7.84536958988787,7.64291714284684,7.93015771412315,7.57979843350832,7.79068112650724,7.70237744092308,7.94319225005581,7.71734941682797,7.66997361168881,7.63883130521597,6.86800225181372,6.62482423836756,6.16272756703372,5.92450483582191,5.7995236106247,6.26999904680499,6.26172149180564,6.22704515448072,4.85930376381885,4.86313324718888,4.81967347473986,4.54844225751086,..,..
India,IND,GDP (current US$),NY.GDP.MKTP.CD,415867753863.874,421351477504.743,458820417337.807,468394937262.37,485441014538.638,514937948870.08,607699285433.872,709148514804.659,820381595512.902,940259888792.141,1216735441524.86,1198895582137.51,1341886602798.69,1675615335600.56,1823049927772.05,1827637859506.25,1856722121394.42,2039127446299.3,2103587813812.75,2294797980509.01,2651472946375.05,2702929718960.46,2831552222519.99,2667687951796.5,3176295065497.24
India,IND,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,1039000000,1129000000,2421000000,2964000000,3983000000,5178000000,6862000000,8547000000,11025000000,15353000000,19258000000,23259000000,30514000000,34065000000,42495000000,52150000000,59079000000,66931000000,74143000000,..,..,..,..,..,..
India,IND,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,374.947411556112,385.126966761305,391.119633714118,392.510175745406,392.360903573464,408.776900626416,428.213284527025,448.972015525718,465.176677304081,506.222508618557,538.786595949405,558.426753458539,595.605655832676,637.125844225376,692.779356959802,718.295946185698,758.110675158719,797.349232010839,..,..,..,..,..,..,..
India,IND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.81736127343344,0.818721061191099,0.866246951679639,0.885079459181967,0.883749500393156,0.897239655011535,0.905455813784659,0.95547292434205,0.98426456510395,1.03653798248985,1.12360191111846,1.18035876466035,1.27887270787419,1.3380314013228,1.39687530935886,1.49820250759146,1.52767490656836,1.64246765444748,1.63132108294725,1.63991513931259,1.71349676149416,1.7910328783681,1.77592267295201,..,..
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,215748998609.635,95445547872.715,140001351215.462,165021012077.81,160446947784.909,195660611165.183,234772463823.808,256836875295.452,285868618224.017,364570514304.85,432216737774.861,510228634992.258,539580085612.401,755094160363.071,892969107923.094,917869910105.749,912524136718.018,890814755233.225,860854235065.079,931877364177.742,1015618742565.81,1042271531011.99,1119099868265.25,1058688935454.78,1186092991320.04
Indonesia,IDN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,2610000000,2622000000,2733000000,4875000000,6039000000,6249000000,6309000000,6676000000,6626000000,6690000000,7057000000,8356000000,9362000000,9457000000,9578000000,9678000000,9583000000,10987000000,11181000000,..,..,..,..,..,..
Indonesia,IDN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,328.381246463491,327.718076202232,352.990951384075,385.757304066739,406.379299219971,412.266143023033,423.529445727708,468.804366956429,495.146210524008,510.514726291591,540.376924912367,564.15041719758,588.124475169337,630.298386000833,674.82073844874,728.183348836523,769.496766763274,808.418972064685,910,956,1021,1064,1084,..,..
Indonesia,IDN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.27626713385329,1.26385887163931,1.32456916075216,1.31100493323238,1.39126069502872,1.3885463821283,1.49672688517341,1.51032182099909,1.49537719264076,1.57236430937908,1.61782661822542,1.58084172320028,1.62286446373694,1.70283790580419,1.92355556615107,1.92432588804794,1.76858505134865,1.88857844527322,1.88562381069922,1.84269495663602,1.95584972642611,2.16047032927399,2.2992559151159,..,..
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,113919163421.155,110276913362.508,113848450088.351,109591707802.216,126878750295.944,128626917503.72,153544751395.43,190043433964.841,226452138291.542,266298911661.144,349881601458.56,412336172446.849,416397025729.361,486807615326.147,626133114526.806,644035510447.901,492775565649.562,460382791826.34,408212918053.939,457954614142.539,486630146443.617,331682036227.963,283746685180.338,239735571102.495,359713152725.063
"Iran, Islamic Rep.",IRN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0,0,35000000,37000000,34000000,30000000,27000000,47000000,71000000,125000000,143000000,196000000,227000000,173000000,239000000,230000000,397000000,405000000,236000000,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1342.91428019668,1391.31772671778,1474.26717236338,1548.37066663668,1638.41386012246,1744.17092595841,1893.36428375615,2006.30815870464,2067.10797836854,2198.72787045694,2275.93092632466,2383.0036429876,2458.7244123379,2603.09095242641,2621.51180886057,2720.35555739025,2759.48200566798,2927.79020428687,..,..,..,..,..,..,..
"Iran, Islamic Rep.",IRN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.67985764462029,4.58530545668052,5.0152970748469,5.19419032444016,5.31039806898106,5.4936259206998,5.73573269765601,6.04763799473075,6.42310269331057,6.79305268264808,7.10929414073047,7.13395314950528,7.29642609154048,7.17981033224526,7.23118291784805,7.23083045383908,7.43956139965398,7.57050172219933,7.32575903793166,7.28889081505387,7.41280894073341,7.44508460397157,7.27795087587852,..,..
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,20764857056.3795,20617405044.2425,36881601583.8194,48364250943.9051,36176430128.8057,32928454672.4246,21921569478.8163,36627901762.063,49954890353.2609,65140147197.1215,88837055195.2619,131614433712.245,111657581662.35,138516722649.573,185749664444.444,218002481737.691,234637675128.645,228415656174.957,166774109673.732,166602488747.885,187217660050.676,227367469034.031,233636097800.338,184369797315.436,207889333724.138
Iraq,IRQ,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
Iraq,IRQ,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1305.82151891762,1264.8845155232,1224.14363889878,1183.97694282049,1181.28679672974,1201.16503524635,985.377162501672,1135.57769661654,784.739815944174,932.345063710304,761.595410497937,747.440455376361,825.612168626011,1176.78385088698,1247.14077226552,1074.60783281062,1334.17695832793,1243.84675890659,..,..,..,..,..,..,..
Iraq,IRQ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.32493953410474,3.98117629748696,3.05238285268624,3.55802124483401,3.83667478012274,3.47205533220836,3.00271640105286,3.16271815469671,2.96633801234294,2.87003137780406,2.67437646036143,3.01659422504102,3.11003574059271,3.47194745066974,3.49125294796149,3.80930478504492,3.9203198852233,3.64769534672628,3.52695210840058,3.67538904400006,3.91407000711022,4.01939345457171,4.19983672120634,..,..
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,82856648758.3572,90199410115.5097,98893958262.6438,100207610429.909,109346669229.695,128596035288.401,164670771259.602,194372115041.065,211876989655.907,232180617162.279,270079279419.5,275447471451.063,236443115853.695,221913560882.367,239003132208.133,225628699652.993,238340859896.937,259170903647.536,291775166506.891,299091127524.505,336377500160.546,385736680797.118,399321701632.431,425852281928.121,504182603275.542
Ireland,IRL,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,131000000,254000000,278000000,339000000,431000000,470000000,540000000,764000000,1242000000,1751000000,2127000000,2619000000,3206000000,3129000000,4716000000,4454000000,5029000000,5681000000,7051000000,..,..,..,..,..,..
Ireland,IRL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,4976.63282411189,5201.61090485189,5433.86493930679,5796.05558116396,5896.93922497888,6035.68664582712,6092.54899448796,6168.3989875836,6241.71557392773,6351.09911079465,6218.31340354112,6340.73304549415,5947.90948929251,5927.86867990233,5657.53815868879,5651.00848281771,5698.75617887909,5672.06413410796,..,..,..,..,..,..,..
Ireland,IRL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,9.78996350469262,10.3482752156384,10.6450807049989,11.1768870490548,11.5926495049587,11.1725820071267,11.0320952029497,10.9796368456647,11.2141745059823,11.0586151837022,10.5388979009843,10.197026419453,8.94303147441854,8.81329661529246,8.00858680870827,8.07255890285279,7.72305798597364,7.62816275260038,7.88182481747302,8.16346265716804,7.85873717272184,7.73732378325387,7.24514322077522,..,..
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,1180968165.4086,1382605389.32055,1567402513.69642,1563667799.61578,1659131243.73837,1947332921.74718,2328658227.8481,2822358473.16983,3032400000,3422651333.94664,4466100440.17607,5928420955.88235,5487083657.89064,5920177688.50433,6566098381.6696,6690725118.48341,7000748788.49461,7708834951.45631,7085288006.11154,6846691871.45558,6979581724.58172,7491969312.87525,7315388052.08067,..,..
Isle of Man,IMN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,118859377862.817,120056692192.311,120922937410.923,136035771711.672,134635822098.58,125060622862.932,131299915899.958,139973148371.263,147083996033.603,158670456932.537,184052121662.082,220531065217.391,211970040942.96,238364092298.023,266791854430.897,262282344091.849,297732778479.129,314330061977.263,303414276832.04,322102790386.835,358245427458.541,376691526553.276,402470513619.148,413267669231.522,488526545878.891
Israel,ISR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0,0,0,0,10000000,11000000,12000000,11000000,11000000,10000000,10000000,16000000,75000000,139000000,272000000,451000000,543000000,908000000,1190000000,..,..,..,..,..,..
Israel,ISR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,5488.51953392735,5819.46072684642,5974.36734693878,6323.10383208777,6400.217425066,6502.7397260274,6597.30630671032,6525.92157438684,6572.19953536024,6711.22956746105,7003.24508015209,7134.00284588441,6607.88714331517,6953.27666719135,6930.0007726184,7184.50161178181,6710.09367826788,6600.8982801222,..,..,..,..,..,..,..
Israel,ISR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.73372172721042,8.62502093451683,8.64979591836735,9.06344410876133,8.99984469638143,9.29680393166738,9.40699886469884,9.27595826808813,8.80362452511987,9.12003655259718,9.27563661705562,9.12735320223192,8.78085969821171,9.25022255142799,8.99070278591056,9.61506827110724,8.31317079223277,7.87760035306828,7.89250717648338,7.60355761255951,7.52986820267311,6.87621041012459,6.91959371834315,..,..
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1241879604365.62,1270052525928.4,1252446659833.79,1146676894209.73,1168023426056.38,1276769338449.3,1577621707050.51,1806542968545.56,1858217147203.73,1949551719389.64,2213102482751.46,2408655348718.59,2199928804118.63,2136099955236.67,2294994296589.5,2086957656821.6,2141924094298.56,2162009615996.54,1836637711060.55,1877071687633.78,1961796197354.36,2091932426266.98,2011302198827.45,1896755301518.14,2107702842669.73
Italy,ITA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,4603000000,5256000000,5950000000,6680000000,7537000000,8797000000,10196000000,11533000000,12372000000,13641000000,14899000000,16540000000,20117000000,25849000000,37140000000,50348000000,59238000000,62134000000,63368000000,..,..,..,..,..,..
Italy,ITA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,4791.28524594636,4955.721943958,5079.49240636916,5299.85647879422,5406.49172167704,5539.70383676674,5652.51954248657,5687.99757345572,5731.1015568122,5833.46729676,5804.32596356739,5757.9606114778,5368.39056667135,5493.71103670054,5514.80361496787,5397.74147734024,5159.18365503785,5002.40667987736,..,..,..,..,..,..,..
Italy,ITA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,7.30387208577226,7.49243358572755,7.60783590406948,7.66216803916005,7.66260458699655,7.77212966956651,8.06445963606381,8.18925745010484,8.17378306441827,8.02576641506568,7.86076796398096,7.56424848741515,6.71897021972187,6.83683617681371,6.6805941975212,6.32770894762567,5.75190574350328,5.38747546025491,5.56325946870661,5.49816514509457,5.43785758887894,5.37687092998968,5.31131544170879,..,..
